341,Camille Saint-saens,The Swan (from Carnival Of The Animals),"Soloist: Pascal Roge , Cristina Ortiz Orchestra: London Sinfonietta Conductor: Charles Dutoit"
342,Dinah Washington,Smoke Gets In Your Eyes,""
343,Johann Pachelbel,Canon In D Major,Soloist: Leonard Slatkin Orchestra: The Saint Louis Symphony Orchestra
344,Elton John,I'm Still Standing,""
345,Lon Satton Ray Shell,I Am The Starlight,""
346,Ella Fitzgerald,Someone To Watch Over Me,""
347,Soviet Army Chorus Drum Corps,The Song Of The Plains (meadowland),""
348,Johann Sebastian Bach,St Matthew Passion - O Haupt Voll Blut,"Choir: Cologne Cathedral Boys' Choir, Dresden Chamber Choir, Orchestra: Cologne Chamber Orchestra Conductor: Helmut Muller-bruhl"
349,Wolfgang Amadeus Mozart,Zeffiretti Lusinghieri (from Idomeneo),Soloist: Sena Jurinac
350,Lead Belly,Take This Hammer,""
351,Choir Of Alleyn's School,The Kettles Are Singing,Orchestra: English Opera Group Orchestra
352,Humphrey Lyttelton And His Band,Panama Rag,""
353,Ludwig Van Beethoven,Piano Concerto No. 4 In G Major,Soloist: Christian Blackshaw Orchestra: Bbc Philharmonic Orchestra Conductor: Gianandrea Noseda
354,Charlie Stringer,To Be A Farmer's Boy,""
355,Bill Withers,Lovely Day,""
356,Van Morrison,Jackie Wilson Said (i'm In Heaven When You Smile),""
357,Nusrat Fateh Ali Khan,Shamas-ud-doha,""
358,Judy Collins,Who Knows Where The Time Goes?,""
359,Stevie Wonder,Superstition,""
360,Celia Cruz,Quimbara,""
361,Amy Winehouse,Me Mr Jones,""
362,Joan Sutherland,The Flower Duet,Artist: Jane Berbie
363,Shades,Blue Skies,""
364,Ludwig Van Beethoven,"Piano Sonata No. 8 In C Minor, Op. 13 'pathetique' - 1st Movement",Soloist: John Lill
365,Wolfgang Amadeus Mozart,Requiem In D Minor - Dies Irae,Choir: Members Of The Choir Les Arts Florissants Conductor: William Christie
366,Paul Hindemith,Symphonic Metamorphoses,Orchestra: London Symphony Orchestra Conductor: Claudio Abbado
367,Joseph Haydn,"String Quartet In D Major, Op. 64/5 'the Lark'",Orchestra: Hagen Quartet
368,Enrique Granados,Oriental March (from Piezas Sobre Cantos Populares Espanoles),Soloist: Alicia De Larrocha
369,Franz Schubert,String Quartet No. 14 In D Minor 'death And The Maiden' - 2nd Movement,Orchestra: The Juilliard String Quartet
370,Ralph Vaughan Williams,Dirge For Two Veterans (from Dona Nobis Pacem),Soloist: Yvonne Kenny Bryn Terfel Orchestra: The London Symphony Chorus And Orchestra Conductor: Richard Hickox
371,Franz Schubert,"Piano Sonata No. 21 In B Flat Major, D960",Soloist: Alfred Brendel
372,Aled Jones,Yr Ehedydd (the Skylark),""
373,The Beatles,Let It Be,""
374,The Immposters,Everybody Be There,""
375,10cc,The Wall Street Shuffle,""
376,Giuseppe Verdi,La Donna E Mobile (from Rigoletto),Soloist: Luciano Pavarotti
377,Giuseppe Verdi,Recordare (from Requiem Mass),Soloist: Joan Sutherland And Marilyn Horne Orchestra: The Vienna Philharmonic Conductor: Sir Georg Solti
378,Ludwig Van Beethoven,"String Quartet No. 15 In A Minor, Op. 132 - 1st Movement",Orchestra: The Borodin Quartet
379,Kathleen Ferrier,Down By The Salley Gardens,""
380,Muddy Waters,I'm Ready,""
381,Giorgos Kalogridis,"To Giasemi Horis Nero - Jasmine Without Water Cannot Live, And Nor Can A Heart Without Love",""
382,Wolfgang Amadeus Mozart,E Voi Ridete? (from Cosi Fan Tutte),"Soloist: Marcel Boon, Werner Gura , Pietro Spagnoli Orchestra: Concerto Koln Conductor: Rene Jacobs"
383,Johann Sebastian Bach,Concerto For Two Violins In D Minor - 2nd Movement,Soloist: Itzhak Perlman Pinchas Zukerman Orchestra: The English Chamber Orchestra Conductor: Daniel Barenboim
384,Melina Mercouri,The Boys Of Piraeus From Never On Sunday,""
385,Shusha,Barun Baruneh / The Rain,""
386,Josephine Baker,J'attendrai (i Will Wait),""
387,Hassan Golnaraghi,Mara Beboos - Original Old Recording (not Commercially Available),""
388,Edith Piaf,"Non, Je Ne Regrette Rien",""
389,The Beatles,Yellow Submarine,""
390,Wolfgang Amadeus Mozart,Der Holle Rache (from The Magic Flute),Soloist: Lucia Popp Orchestra: The Philharmonia Orchestra Conductor: Otto Klemperer
391,Johann Sebastian Bach,Suite For Solo Cello No. 1 In G Major - 1st Movement,Soloist: Jacqueline Du Pre
392,Bette Midler,Wind Beneath My Wings,""
393,Jean-philippe Rameau,Boree En Fureur From Les Boreades,"Choir: Monteverdi Choir, English Baroque Soloists Conductor: John Eliot Gardiner"
394,Massive Attack,Unfinished Sympathy,""
395,George Formby,When I'm Cleaning Windows,""
396,The Modern Jazz Quartet,Cortege,""
397,Gaetano Donizetti,Lucia Di Lammermoor Act 2,Soloist: Joan Sutherland
398,Philip Glass,Dinner With The Beast,Orchestra: The Philip Glass Ensemble Conductor: Michael Riesman
399,Pet Shop Boys,Always On My Mind,""
400,Otis Redding,That's How Strong My Love Is,""
401,Nina Simone,I Wish I Knew How It Would Feel To Be Free,""
402,David Bowie,Heroes,""
403,Robert Schumann,Von Fremden Landern Und Menschen (from Scenes Fron Childhood),Soloist: Daniel Barenboim
404,George Gershwin,Rhapsody In Blue,Soloist: Howard Shelley Orchestra: The Philharmonia Orchestra Conductor: Yan Pascal Tortelier
405,Kaiser Chiefs,The Angry Mob,""
406,The Enemy,It's Not Ok,""
407,Cyndi Lauper,Time After Time,""
408,Wolfgang Amadeus Mozart,Requiem In D Minor - Introitus,Choir: The Leipzig Radio Chorus Orchestra: The Dresden State Orchestra Conductor: Peter Schreier
409,Dylan Thomas,A Visit To Grandpa's,""
410,Sir Hubert Parry,Jerusalem,Choir: Liverpool Cathedral Choir With The Massed Choirs From Merseyside Orchestra: The Liverpool Cathedral Brass Ensemble
411,Charles Dickens,Extract From Great Expectations,Artist: Janet Suzman Oliver Milburn
412,Richmal Crompton,Violet Elizabeth Takes Control,Artist: Martin Jarvis
413,Richard Tucker,Kol Nidrei,""
414,Noel Coward,Private Lives,""
415,Franz Schubert,Piano Quintet In A Major 'trout' - 4th Movement,Soloist: Ian Brown Orchestra: The Nash Ensemble
416,Eva Cassidy,Over The Rainbow,""
417,Barbra Streisand,Children Will Listen (from Sondheim's Into The Woods),""
418,Original Broadway Cast,For Good,""
419,Ann Christine Lofgren,The Lord's Prayer,""
420,Leona Lewis,Footprints In The Sand,""
421,Van Tramp,Something,""
422,Kate Bush,This Woman's Work,""
423,Faith Hill,There Will Come A Day,""
424,"The Choir Of Magdalen College, Oxford","The Bells Of Magdalen College, Oxford",""
425,Richard Wagner,Wintersturme Wichen Dem Wonnemond (from Die Walkure),Soloist: Placido Domingo
426,William Byrd,Sanctus,"Choir: Choir Of St John's College, Cambridge Conductor: George Guest"
427,Christoph Willibald Gluck,Che Faro Senza Euridice (what Is Life?) (from Orpheus And Euridice),Soloist: Janet Baker Orchestra: The English Chamber Orchestra
428,Joseph Haydn,Symphony No. 85 In B Flat Major 'la Reine' - 1st Movement,Orchestra: Philharmonia Hungarica Conductor: Antal Dorati
429,Ludwig Van Beethoven,"String Quartet No. 15 In A Minor, Op. 132 - 3rd Movement",Orchestra: Medici String Quartet
430,Wolfgang Amadeus Mozart,Piano Concerto No. 23 In A Major - 3rd Movement,Soloist: Mitsuko Uchida Orchestra: The English Chamber Orchestra Conductor: Jeffrey Tate
431,Giuseppe Verdi,Grand March (from Aida),Soloist: Gunther Brausinger
432,Gioachino Rossini,Serbami Ognor Si Fido (from Semiramide),"Soloist: Joan Sutherland, Marilyn Horne Orchestra: London Symphony Orchestra Conductor: Richard Bonynge"
433,Giuseppe Verdi,E Lui! Desso! L'infante! (from Don Carlos,"Soloist: Tito Gobbi, Mario Filippeschi Orchestra: Rome Opera House Orchestra Conductor: Gabriele Santini"
434,Andy Stewart,A Scottish Soldier,""
435,Richard Wagner,Brunnhilde's Immolation (from Gotterdammerung),Soloist: Birgit Nilsson Orchestra: Vienna Philharmonic Orchestra Conductor: Georg Solti
436,Johannes Brahms,Viola Sonata No. 1 In F Minor,"Soloist: Gervase De Peyer, Daniel Barenboim"
437,Ludwig Van Beethoven,Symphony No. 9 In D Minor 'choral',Orchestra: Philharmonia Orchestra And Chorus Conductor: Otto Klemperer
438,Wolfgang Amadeus Mozart,Sinfonia Concertante In E Flat Major,Orchestra: Israel Philharmonic Orchestra Conductor: Zubin Mehta
439,"The Choir Of St George's Chapel, Windsor",I Was Glad,""
440,Tony Bennett,A Time For Love,""
441,Johannes Brahms,"Abendlied, Op. 92/3",Choir: The Songmaker's Almanac
442,Benjamin Britten,A Midsummer Night's Dream Act 3 (finale) (glyndebourne 1981),""
443,Jacques Offenbach,Entrance Of King Menelaus (from La Belle Helene),"Soloist: Michel Senechal Orchestra: The Choir And Orchestra Of The Louvre, Grenoble Conductor: Marc Minkowski"
444,Franz Schubert,"Fantasia In F Minor, D940",Soloist: Murray Perahia And Radu Lupu
445,Richard Strauss,Intermezzo (moonlight Music) (from Capriccio),Orchestra: Vienna Philharmonic Conductor: Horst Stein
446,Joseph Haydn,The Adagio From Haydn's Piano Sonata In E Minor,Soloist: Alfred Brendel
447,Cookham Church Choir,In Dulci Jubilo,""
448,Georges Brassens,Marinette,""
449,Johann Sebastian Bach,Cantata No. 197a: Ehre Sei Gott In Der Hohe,Choir: Monteverdi Choir Conductor: John Eliot Gardiner
450,Mark O'connor,God's Dear Son,""
451,Harry Belafonte,Scarlet Ribbons,""
452,The Beatles,The Things We Said Today,""
453,The Temptations,Ain't Too Proud To Beg,""
454,Bob Marley,Exodus,""
455,Buju Banton,Driver A,""
456,D:ream,Things Can Only Get Better,""
457,Claude Debussy,Reflets Dans L'eau (from Images),Soloist: Paul Roberts
458,Ladysmith Black Mambazo,Nkosi Sikelel' Iafrika,""
459,Glen Campbell,Wichita Lineman,""
460,Claude Debussy,Syrinx,Soloist: James Galway
461,Traffic,Hole In My Shoe,""
462,Aretha Franklin,I Say A Little Prayer,""
463,The Blue Nile,A Walk Across The Rooftops,""
464,Antonio Vivaldi,The Four Seasons - Winter - 1st Movement,Soloist: Michel Schwalbe Orchestra: Berliner Philharmoniker
465,Sir Edward Elgar,Serenade For Strings In E Minor,Orchestra: London Philharmonic Orchestra Conductor: Leonard Slatkin
466,Jean Sibelius,Symphony No. 2 In D Major - 4th Movement,Orchestra: Berliner Philharmonic Conductor: Herbert Von Karajan
467,Charles Trenet,Que Reste-t-il Do Nos Amours? What Remains Of Our Love?,""
468,Erroll Garner,I'll Remember April,""
469,Franz Schubert,String Quintet In C Major - 2nd Movement,Orchestra: Hollywood String Quartet Conductor: Felix Slatkin
470,Stevie Wonder,Isn't She Lovely,""
471,Dmitri Shostakovich,Symphony No. 5 In D Minor,Orchestra: Scottish National Orchestra Conductor: Nima Jarvi
472,Bobby Hebb,Sunny,""
473,Roy Orbison,Only The Lonely,""
474,Jack Hylton His Orchestra,Tiptoe Through The Tulips,""
475,Glenn Miller,In The Mood,""
476,Nikolai Andreyevich Rimsky-korsakov,Scheherazade - 3rd Movement,Orchestra: London Symphony Orchestra Conductor: Pierre Monteux
477,Edith Sitwell,Polka,""
478,John Tavener,The Opening Of John Tavener's The Protecting Veil,Soloist: Steven Isserlis
479,Felix Mendelssohn,A Midsummer Nights Dream Overture,Orchestra: Berlin Philharmonic
480,Peter Dawson,The Floral Dance,""
481,Connie Boswell,Silver Threads Among The Gold,""
482,The Beatles,Eleanor Rigby,""
483,Richard Tauber,Can I Forget You?,""
484,Vera Lynn,Kiss Me Goodnight Sergeant Major,""
485,Richard Harris,Macarthur Park,""
486,Rolf Harris,Two Little Boys,""
487,Meat Loaf,Bat Out Of Hell,""
488,David Bowie,Space Oddity,""
489,Layton Johnstone,For Old Times' Sake,""
490,Oscar Straus,Only A Simple Little Melody (from The Land Without Music),Orchestra: Tauber And Orchestra
491,Margaret Whiting And Frank Devol,My Foolish Heart,""
492,Geraldo's Gaucho Tango Orchestra,There's Something In Your Eyes,""
493,The Ink Spots,Ring Telephone Ring,""
494,The Fureys Davey Arthur,When You Were Sweet Sixteen,""
495,Richard Harris Orchestra,Didn't We?,""
496,George Melly And The Feetwarmers,I Need A Little Sugar In My Bowl,""
497,Carole King,(you Make Me Feel Like) A Natural Woman,""
498,Abba,Dancing Queen,""
499,Wham!,Last Christmas,""
500,The Jam,Town Called Malice,""
501,Meat Loaf,I'd Do Anything For Love (but I Won't Do That),""
502,Lenny Kravitz,Heaven Help,""
503,Bonnie Tyler,Total Eclipse Of The Heart,""
504,Puff Daddy Faith Evans,I'll Be Missing You,""
505,Randy Newman,Marie,""
506,Weather Report,Birdland,""
507,Gidon Kremer,Soledad,""
508,Mr. Scruff,Get A Move On,""
509,Tom Waits,Misery Is The River Of The World,""
510,The Doobie Brothers,What A Fool Believes,""
511,Arvo Part,Tabula Rasa,"Soloist: Gidon Kremer, Tatjana Grindenko Alfred Schnittke Orchestra: The Lithuanian Chamber Orchestra Conductor: Saulus Sondeckis"
512,John Rutter,The Shepherd's Pipe Carol,Orchestra: The Clare College Singers And Orchestra Conductor: John Rutter
513,Eric Coates,Saxo-rhapsody,Soloist: Jack Brymer Orchestra: Royal Liverpool Philharmonic Orchestra
514,Sergei Sergeyevich Prokofiev,Symphony No. 7 In C Sharp Minor - 3rd Movement,Orchestra: London Symphony Orchestra Conductor: Andre Previn
515,Fats Waller,African Ripples,""
516,Ian Dury And The Blockheads,Inbetweenies,""
517,George Gershwin,Piano Concerto In F Major,Orchestra: London Symphony Orchestra
518,Noel Coward,Let's Do It,""
519,Bunny Berigan,In A Mist,""
520,The Weather Girls,Lock Me Up,""
521,Johann Sebastian Bach,Sarabande From English Suite No 2 In A Minor,Soloist: Angela Hewitt
522,Wolfgang Amadeus Mozart,Requiem In D Minor - Kyrie,Orchestra: Les Arts Florissants
523,The White Stripes,I Just Don't Know What To Do With Myself,""
524,The Rolling Stones,Street Fighting Man,""
525,Franz Schubert,String Quintet In C Major - 1st Movement,Soloist: Douglas Cummings Orchestra: Lindsay Quartet
526,Soweto String Quartet,Millennia,Composer: S Khemese/m Mnguni/r Khemese/t Khemese
527,Ella Fitzgerald,Do I Love You?,""
528,Ludwig Van Beethoven,Symphony No. 7 In A Major,Orchestra: Berlin Philharmonic Conductor: Carlos Kleiber
529,Franz Schubert,"Auf Dem Wasser Zu Singen (to Be Sung Upon The Water), D774",Soloist: Felicity Lott Accompanied By Graham Johnson
530,Wolfgang Amadeus Mozart,Piano Concerto In B Flat Major - 3rd Movement,Soloist: Clifford Curzon Orchestra: The English Chamber Orchestra Conductor: Benjamin Britten
531,Ralph Vaughan Williams,Symphony No. 5 In D Major - 3rd Movement,Orchestra: London Philharmonic Orchestra Conductor: Sir Roger Norrington
532,Ludwig Van Beethoven,"Piano Sonata No. 21 In C Major, Op. 53 - 3rd Movement",Soloist: Paul Lewis
533,Peter Cook,Sitting On The Bench,""
534,Leos Janacek,String Quartet No. 2 'intimate Letters',Orchestra: Medici String Quartet
535,Ella Fitzgerald,Let's Do It,""
536,Dennis Cox,My Lagen Love,""
537,Ralph Vaughan Williams,The Wasps Overture,Orchestra: Halle Orchestra
538,Franz Schubert,Piano Trio No. 1 In B Flat Major,"Soloist: Alfred Cortot, Jacques Thibaud, Pablo Casa"
539,Jean Sablon,Sur Le Pont D'avignon,""
540,Wolfgang Amadeus Mozart,Symphony No. 39 In E Flat Major,Orchestra: Bbc Symphony Orchestra Conductor: Bruno Walter
541,Johann Sebastian Bach,Cantata No. 68: Also Hat Gott Die Welt Geliebt,"Soloist: Isobel Baillie, Anthony Pini"
542,Maurice Ravel,Jeux D'eau,Soloist: Eileen Joyce
543,Giuseppe Verdi,Bella Figlia Dell'amore (from Rigoletto),Soloist: Nellie Melba/edna Thornton/john Mccormack
544,Julie Andrews,My Favourite Things,""
545,Simon Garfunkel,The Boxer,""
546,Gabriel Faure,Pie Jesu (from Requiem),Soloist: Victoria De Los Angeles
547,Modest Petrovich Mussorgsky,First Promenade (from Pictures At An Exhibition),Orchestra: The Royal Liverpool Philharmonic Orchestra Choir Conductor: Sir Charles Mackerras
548,Wolfgang Amadeus Mozart,"Don Giovanni, A Cenar Teco (from Don Giovanni)",""
549,Howard Blake,Walking In The Air,""
550,Bryan Adams,Heaven,""
551,Wolfgang Amadeus Mozart,Violin Sonata,Soloist: Yefim Bronfman And Isaac Stern
552,Eric Wainaima,Ritwa Riaku,""
553,Harry Belafonte,Day-o,""
554,Angelique Kidjo,Malaika,""
555,Patti Labelle,I Can't Complain,""
556,Joan Baez,We Shall Overcome,""
557,Miriam Makeba,Eyes On Tomorrow,""
558,Frank Sinatra,Moon River,""
559,All Angels,Ave Maria,""
560,Lale Andersen,Lilli Marlene,""
561,Dominic Behan,Liverpool Lou,""
562,Bob Marley,One Love / People Get Ready,""
563,Gracie Fields,When I Grow Too Old To Dream,""
564,John Lennon,Beautiful Boy,""
565,Sean Lennon,Magic,""
566,Amiina,Seoul,""
567,Richard Wagner,Tannhauser Overture,Orchestra: Bavarian Radio Symphony Orchestra Conductor: Bernard Haitink
568,Iestyn Edwards,Tom Bowling,""
569,Giacomo Puccini,Perche Tarda La Luna? (from Turandot),Orchestra: Orchestra Of The Rome Opera House Conductror: Francesco Molinari-pradelli
570,Elvis Presley,Girl Of My Best Friend,""
571,Nat King Cole,Stardust,""
572,Jean Sibelius,Symphony No. 2 In D Major,Orchestra: Royal Philharmonic Orchestra Conductor: Sir John Barbirolli
573,Paul Robeson,"Mary Had A Baby, Yes Lord",""
574,Gioachino Rossini,Semiramide,Soloist: Toscanini
575,Frederic Chopin,"Nocturne In E Minor, Op. 72",Soloist: Tamas Vasary
576,Eddie Calvert,Midnight,""
577,Gaetano Donizetti,Lucia Di Lammermoor,Soloist: Maria Callas
578,Max Bruch,Violin Concerto No. 1 In G Minor,Orchestra: London Symphony Orchestra Conductor: Andre Previn
579,Ludwig Van Beethoven,Symphony No. 3 In E Flat Major 'eroica' - 1st Movement,Orchestra: Bbc Symphony Orchestra Conductor: Sir John Barbirolli
580,Johannes Brahms,Variations On The St Antoni Chorale - Theme,Orchestra: The Berlin Philharmonic Orchestra Conductor: Claudio Abbado
581,Kate Bush,"Oh England, My Lionheart",""
582,Paul Robeson,Gloomy Sunday,""
583,The Damned,Smash It Up,""
584,Talking Heads,People Like Us,""
585,Billy Bragg,Waiting For The Great Leap Forwards,""
586,Elvis Costello,Couldn't Call It Unexpected No 4,""
587,Abdullah Ibrahim,The Wedding,""
588,Neil Diamond,I Am...i Said,""
589,Eurythmics,Sweet Dreams (are Made Of This),""
590,The Jam,The Eton Rifles,""
591,Pyotr Ilyich Tchaikovsky,Swan Lake - Act 4 (finale),Orchestra: The Philadelphia Orchestra Conductor: Wolfgang Sawallisch
592,Vangelis,Chariots Of Fire (titles),""
593,Nina Simone,Feeling Good,""
594,Enya,Orinoco Flow,""
595,The Monks Of The Benedictine Monastry Of Santo Domingo De Silos,Mandatum Novum Do Vobis,""
596,Giacomo Puccini,Donda Lieta Usci (mimi's Farewell) (from La Boheme),Soloist: Maria Callas
597,Johann Sebastian Bach,Goldberg Variations - Variations Nos. 1 2,Soloist: Glenn Gould
598,The Chieftains Sinead O'connor,"The Foggy, Foggy Dew",""
599,The Pogues Kirsty Maccoll,Fairytale Of New York,""
600,Michael Olatunji,Drums Of Passion,""
601,Wolfgang Amadeus Mozart,Requiem In D Minor - Lacrymosa,Orchestra: Munich Philharmonic Choir: Chor Des Bayerischen Rundfunks Conductor: Christian Thielemann
602,The Johnstons,The Lands On The Green Hill,""
603,Giuseppe Verdi,"Va, Pensiero, Sull'ali Dorate (chorus Of The Hebrew Slaves) (from Nabucco)",Soloist: Nicolai Ghiaurov
604,Olantunji,Drums Of Passion,""
605,Wolfgang Amadeus Mozart,Requiem In D Minor - Sanctus,Orchestra: Paris Orchestra
606,Vincenzo Bellini,Ah! Non Credea Mirarti (from La Sonnambula),Soloist: Maria Callas
607,Elvis Presley,Are You Lonesome Tonight?,""
608,Carl Orff,Dulcissime (from Carmina Burana),Soloist: Carmina Burana
609,Johann Sebastian Bach,Partita For Keyboard No. 1 In B Flat Major - 3rd Movement,Soloist: Andras Schiff
610,Wolfgang Amadeus Mozart,String Quintet No. 4 In G Minor - 1st Movement,Soloist: Cecil Aronowitz Orchestra: Amadeus Quartet
611,Carl Maria Von Weber,Unde Ob Die Wolke (from Der Freischutz),Soloist: Tiana Lemnitz
612,Ludwig Van Beethoven,Prisoners' Chorus (from Fidelio),Orchestra: Nbc Symphony Orchestra Chorus Conductor: Arturo Toscanini
